Name,Id,Runs,NumberOfInstances,NumberOfFeatures,NumberOfClasses,NumberOfMissingValues,NumberOfNumericFeatures,CfsSubsetEval_NaiveBayesErrRate,MaxMeansOfNumericAtts,NaiveBayesErrRate,Quartile3SkewnessOfNumericAtts,NumberOfSymbolicFeatures,MinAttributeEntropy,RandomTreeDepth2AUC,Quartile1MutualInformation,MinMeansOfNumericAtts,MaxMutualInformation,RandomTreeDepth3Kappa,PercentageOfSymbolicFeatures,REPTreeDepth2AUC,J48.001.ErrRate,Dimensionality,Quartile3MutualInformation,Quartile2KurtosisOfNumericAtts,MaxSkewnessOfNumericAtts,CfsSubsetEval_DecisionStumpKappa,J48.0001.ErrRate,J48.00001.Kappa,RandomTreeDepth2ErrRate,Quartile1KurtosisOfNumericAtts,PercentageOfBinaryFeatures,Quartile1AttributeEntropy,MajorityClassPercentage,REPTreeDepth2ErrRate,Quartile1MeansOfNumericAtts,MaxAttributeEntropy,MinMutualInformation,CfsSubsetEval_NaiveBayesKappa,Quartile2MeansOfNumericAtts,Quartile2AttributeEntropy,StdvNominalAttDistinctValues,Quartile1SkewnessOfNumericAtts,Quartile1StdDevOfNumericAtts,MajorityClassSize,MinorityClassSize,EquivalentNumberOfAtts,Quartile2StdDevOfNumericAtts,Quartile3StdDevOfNumericAtts,MaxStdDevOfNumericAtts,RandomTreeDepth2Kappa,MeanStdDevOfNumericAtts,RandomTreeDepth3ErrRate,Quartile2SkewnessOfNumericAtts,PercentageOfNumericFeatures,MeanNoiseToSignalRatio,NumberOfBinaryFeatures,REPTreeDepth1AUC,REPTreeDepth1ErrRate,MaxKurtosisOfNumericAtts,REPTreeDepth2Kappa,NumberOfInstancesWithMissingValues,NaiveBayesKappa,CfsSubsetEval_NaiveBayesAUC,Quartile3AttributeEntropy,REPTreeDepth3Kappa,MinNominalAttDistinctValues,kNN1NAUC,J48.001.Kappa,MinKurtosisOfNumericAtts,DecisionStumpErrRate,MinStdDevOfNumericAtts,MeanAttributeEntropy,MeanSkewnessOfNumericAtts,DecisionStumpAUC,MinSkewnessOfNumericAtts,AutoCorrelation,J48.00001.AUC,REPTreeDepth1Kappa,RandomTreeDepth3AUC,MinorityClassPercentage,MaxNominalAttDistinctValues,PercentageOfInstancesWithMissingValues,MeanMeansOfNumericAtts,REPTreeDepth3AUC,Quartile3KurtosisOfNumericAtts,J48.0001.Kappa,CfsSubsetEval_DecisionStumpErrRate,J48.00001.ErrRate,RandomTreeDepth1Kappa,Quartile3MeansOfNumericAtts,RandomTreeDepth1AUC,CfsSubsetEval_kNN1NErrRate,DecisionStumpKappa,kNN1NErrRate,kNN1NKappa,MeanKurtosisOfNumericAtts,J48.001.AUC,CfsSubsetEval_kNN1NAUC,NaiveBayesAUC,PercentageOfMissingValues,MeanMutualInformation,Quartile2MutualInformation,CfsSubsetEval_DecisionStumpAUC,RandomTreeDepth1ErrRate,ClassEntropy,CfsSubsetEval_kNN1NKappa,REPTreeDepth3ErrRate,J48.0001.AUC,MeanNominalAttDistinctValues
abalone (1),183.0,34900.0,4177.0,9.0,28.0,0.0,7.0,,0.8287421594445774,,0.7190979217612721,2.0,1.5815100477524742,,0.23398435498208,0.13951639932966245,0.23398435498208,,22.222222222222214,,,0.0021546564519990424,0.23398435498208,0.08401174900221431,3.1288173790658327,,,,,-0.023643504269978518,0.0,1.5815100477524742,16.49509217141489,,0.18059360785252573,1.5815100477524742,0.23398435498208,,0.3593674886282021,1.5815100477524742,17.677669529663692,-0.6091981423290972,0.0992398661336593,689.0,1.0,15.394222181644453,0.12009291256479986,0.2219629490332201,0.4903890182309973,,0.17461838890742915,,0.5918521514155093,77.7777777777778,5.759041850783555,0.0,,,76.02550922919771,,0.0,,,1.5815100477524742,,3.0,,,-0.04547558144296682,,0.041827056607257496,1.5815100477524742,0.6203687756176066,,-0.6398732689817931,0.2064176245210728,,,,0.0239406272444338,28.0,0.0,0.3827034098293376,,0.5951236783694149,,,,,0.5239920995930093,,,,,,11.033153238707637,,,,0.0,0.23398435498208,0.23398435498208,,,3.602007147622906,,,,15.5
abalone (2),720.0,747.0,4177.0,9.0,2.0,0.0,7.0,0.23629399090256165,0.8287421594445774,0.2647833373234379,0.7190979217612721,2.0,1.5815100477524742,0.7277404891952269,0.14436365338567,0.13951639932966245,0.14436365338567,0.4545851514867693,22.222222222222214,0.8381440266533632,,0.0021546564519990424,0.14436365338567,0.08401174900221431,3.1288173790658327,0.5274246131058173,,,0.27268374431410103,-0.023643504269978518,11.111111111111107,1.5815100477524742,50.17955470433325,0.2269571462772325,0.18059360785252573,1.5815100477524742,0.14436365338567,0.5274246131058173,0.3593674886282021,1.5815100477524742,0.7071067811865476,-0.6091981423290972,0.0992398661336593,2096.0,2081.0,6.9268868864249065,0.12009291256479986,0.2219629490332201,0.4903890182309973,0.4545851514867693,0.17461838890742915,0.27268374431410103,0.5918521514155093,77.7777777777778,9.955043119665604,1.0,0.8381440266533632,0.2269571462772325,76.02550922919771,0.5461485280242505,0.0,0.4705066160282925,0.8096842891519418,1.5815100477524742,0.5461485280242505,2.0,0.7073567051586326,,-0.04547558144296682,0.25257361742877665,0.041827056607257496,1.5815100477524742,0.6203687756176066,0.7678309248342877,-0.6398732689817931,0.7198275862068966,,0.5461485280242505,0.7277404891952269,49.82044529566675,3.0,0.0,0.3827034098293376,0.8381440266533632,0.5951236783694149,,0.23629399090256165,,0.4545851514867693,0.5239920995930093,0.7277404891952269,0.23629399090256165,0.4950173076123128,0.28537227675365096,0.429195085673748,11.033153238707637,,0.8096842891519418,0.8210661211844779,0.0,0.14436365338567,0.14436365338567,0.8096842891519418,0.27268374431410103,0.9999906975135882,0.5274246131058173,0.2269571462772325,,2.5
abalone (3),1557.0,105.0,4177.0,9.0,3.0,0.0,7.0,,0.8287421594445774,,0.7190979217612721,2.0,1.5815100477524735,,0.19664272719284,0.13951639932966245,0.19664272719284,,22.222222222222214,,,0.0021546564519990424,0.19664272719284,0.08401174900221431,3.1288173790658327,,,,,-0.023643504269978518,0.0,1.5815100477524735,34.64208762269572,,0.18059360785252573,1.5815100477524735,0.19664272719284,,0.3593674886282021,1.5815100477524735,0.0,-0.6091981423290972,0.0992398661336593,1447.0,1323.0,8.055032787425594,0.12009291256479986,0.2219629490332201,0.4903890182309973,,0.17461838890742915,,0.5918521514155093,77.7777777777778,7.042555503217504,0.0,,,76.02550922919771,,0.0,,,1.5815100477524735,,3.0,,,-0.04547558144296682,,0.041827056607257496,1.5815100477524735,0.6203687756176066,,-0.6398732689817931,0.5835727969348659,,,,31.67344984438592,3.0,0.0,0.3827034098293376,,0.5951236783694149,,,,,0.5239920995930093,,,,,,11.033153238707637,,,,0.0,0.19664272719284,0.19664272719284,,,1.5839636149471124,,,,3.0
acute-inflammations (1),1455.0,391.0,120.0,7.0,2.0,0.0,1.0,,38.72416666666667,,0.11250839562975903,6.0,0.7978009196353439,,0.029460064645960002,38.72416666666667,0.47638175832062,,85.71428571428571,,,0.05833333333333333,0.432621777512635,-1.5467826737574424,0.11250839562975903,,,,,-1.5467826737574424,85.71428571428571,0.8580483768449167,58.33333333333334,,38.72416666666667,0.999799616411146,0.01614408079381,,38.72416666666667,0.9798687566511528,0.0,0.11250839562975903,1.81913248478468,70.0,50.0,4.9191053299473095,1.81913248478468,1.81913248478468,1.81913248478468,,1.81913248478468,,0.11250839562975903,14.285714285714285,3.6944930942256073,6.0,,,-1.5467826737574424,,0.0,,,0.9898341865311492,,2.0,,,-1.5467826737574424,,1.81913248478468,0.935126776680657,0.11250839562975903,,0.11250839562975903,0.8403361344537815,,,,41.66666666666667,2.0,0.0,38.72416666666667,,-1.5467826737574424,,,,,38.72416666666667,,,,,,-1.5467826737574424,,,,0.0,0.199196538989672,0.07181901063117001,,,0.9798687566511528,,,,2.0
acute-inflammations (2),1556.0,423.0,120.0,7.0,2.0,0.0,1.0,,38.72416666666667,,0.11250839562975903,6.0,0.7978009196353439,,0.02051334370065,38.72416666666667,0.44613593474209,,85.71428571428571,,,0.05833333333333333,0.39797660556101,-1.5467826737574424,0.11250839562975903,,,,,-1.5467826737574424,85.71428571428571,0.8580483768449167,50.83333333333333,,38.72416666666667,0.999799616411146,0.01614408079381,,38.72416666666667,0.9798687566511528,0.0,0.11250839562975903,1.81913248478468,61.0,59.0,4.788631846619533,1.81913248478468,1.81913248478468,1.81913248478468,,1.81913248478468,,0.11250839562975903,14.285714285714285,3.478875356557643,6.0,,,-1.5467826737574424,,0.0,,,0.9898341865311492,,2.0,,,-1.5467826737574424,,1.81913248478468,0.935126776680657,0.11250839562975903,,0.11250839562975903,0.5630252100840336,,,,49.16666666666666,2.0,0.0,38.72416666666667,,-1.5467826737574424,,,,,38.72416666666667,,,,,,-1.5467826737574424,,,,0.0,0.208786068429324,0.2069504436233,,,0.999799616411146,,,,2.0
ada_prior (1),1037.0,778.0,4562.0,15.0,2.0,88.0,6.0,0.15366067514248136,191077.2270933801,0.1716352476983779,5.948513280890106,9.0,0.8223567833790162,0.7236419164587357,0.017670912822822498,10.154537483559842,0.15591799834523998,0.4256884391900772,60.0,0.8382690405793817,,0.003288031565103025,0.13451648790864998,3.771142714950889,10.753121940290164,0.5557098903932444,,,0.21372205173169664,0.4995135461287261,13.333333333333336,0.9018541007621856,75.18632178868917,0.17821131082858396,31.468544498027182,3.4002236588905155,0.00826636529637,0.5557098903932444,68.34294169224033,1.624541422254258,11.580635177360143,0.07175642891950362,9.528459373210907,3430.0,1132.0,11.317450768757336,218.02938312909245,33323.74726030333,108007.33092017627,0.4256884391900772,19481.166749913493,0.21372205173169664,0.9937119761197699,40.0,24.062833177526823,2.0,0.8382690405793817,0.17821131082858396,121.69949059317504,0.4777217105702285,88.0,0.4917307710367677,0.8530674056598914,2.7045869245807856,0.4777217105702285,2.0,0.6900861758130815,,-0.05077619416414736,0.2481367821131083,2.5302403047104534,1.7900302461856028,2.8318688834099537,0.7451055434793807,-0.28797733757910504,0.6215742161806621,,0.4777217105702285,0.7236419164587357,24.813678211310826,39.0,1.9289785181937744,32078.8478737396,0.8382690405793817,43.882641149514505,,0.15366067514248136,,0.4256884391900772,48677.14165935994,0.7236419164587357,0.15366067514248136,0.0,0.2288469969311705,0.38266361320675,24.63627243723889,,0.8530674056598914,0.8829097709408578,0.128598567879585,0.0714217037438,0.06283142584161999,0.8530674056598914,0.21372205173169664,0.8083116159412278,0.5557098903932444,0.17821131082858396,,10.888888888888893
analcatdata_apnea1 (2),767.0,739.0,475.0,4.0,2.0,0.0,1.0,0.05473684210526316,10.0,0.07157894736842105,0.0,3.0,2.3219280948873617,0.8050011879306248,0.1208221274274,10.0,0.12964800958887,0.5797369300642932,75.0,0.9135186505108102,,0.008421052631578947,0.12964800958887,-1.2067266277278037,0.0,0.7484520123839008,,,0.09473684210526316,-1.2067266277278037,25.0,2.3219280948873617,87.1578947368421,0.0568421052631579,10.0,2.3219280948873617,0.1208221274274,0.7484520123839008,10.0,2.3219280948873617,1.7320508075688772,0.0,5.483000195079379,414.0,61.0,4.4164303709610655,5.483000195079379,5.483000195079379,5.483000195079379,0.5797369300642932,5.483000195079379,0.09473684210526316,0.0,25.0,17.540558347972112,1.0,0.9135186505108102,0.0568421052631579,-1.2067266277278037,0.7368852963502451,0.0,0.595420612255123,0.9138750296982656,2.3219280948873617,0.7368852963502451,2.0,0.8363229587392096,,-1.2067266277278037,0.12842105263157896,5.483000195079379,2.3219280948873617,0.0,0.6730814920408648,0.0,0.7974683544303798,,0.7368852963502451,0.8050011879306248,12.842105263157894,5.0,0.0,10.0,0.9135186505108102,-1.2067266277278037,,0.05473684210526316,,0.5797369300642932,10.0,0.8050011879306248,0.05473684210526316,0.0,0.08210526315789474,0.6253715949766423,-1.2067266277278037,,0.9138750296982656,0.9151421556981072,0.0,0.12523506850813498,0.12523506850813498,0.9138750296982656,0.09473684210526316,0.5530919600687171,0.7484520123839008,0.0568421052631579,,4.0
analcatdata_apnea2 (2),765.0,751.0,475.0,4.0,2.0,0.0,1.0,0.06736842105263158,10.0,0.061052631578947365,0.0,3.0,2.3219280948873617,0.8164727798053528,0.15008737919425,10.0,0.15146556687594,0.6545318734888841,75.0,0.9359793187347932,,0.008421052631578947,0.15146556687594,-1.2067266277278037,0.0,0.6769806188371301,,,0.07789473684210528,-1.2067266277278037,25.0,2.3219280948873617,86.52631578947368,0.06736842105263158,10.0,2.3219280948873617,0.15008737919425,0.6769806188371301,10.0,2.3219280948873617,1.7320508075688772,0.0,5.483000195079379,411.0,64.0,3.782336366196081,5.483000195079379,5.483000195079379,5.483000195079379,0.6545318734888841,5.483000195079379,0.07789473684210528,0.0,25.0,14.399803750197195,1.0,0.9359793187347932,0.06736842105263158,-1.2067266277278037,0.6769806188371301,0.0,0.7050889550193753,0.9359793187347932,2.3219280948873617,0.6769806188371301,2.0,0.8654767335766423,,-1.2067266277278037,0.13473684210526315,5.483000195079379,2.3219280948873617,0.0,0.6920810523114355,0.0,0.7932489451476793,,0.6769806188371301,0.8164727798053528,13.473684210526311,5.0,0.0,10.0,0.9359793187347932,-1.2067266277278037,,0.06736842105263158,,0.6545318734888841,10.0,0.8164727798053528,0.06736842105263158,0.0,0.06526315789473684,0.7105537318420382,-1.2067266277278037,,0.9359793187347932,0.9420240267639902,0.0,0.150776473035095,0.150776473035095,0.9359793187347932,0.07789473684210528,0.5702873371274225,0.6769806188371301,0.06736842105263158,,4.0
analcatdata_apnea3 (2),764.0,768.0,450.0,4.0,2.0,0.0,1.0,0.10666666666666667,9.5,0.10444444444444444,0.0,3.0,2.3219280948873617,0.757813578826237,0.11685857314839,9.5,0.11830709998457002,0.5209210200544689,75.0,0.8956271576524741,,0.008888888888888889,0.11830709998457002,-1.2075015806393137,0.0,0.2038333947659413,,,0.09555555555555556,-1.2075015806393137,25.0,2.3219280948873617,87.77777777777777,0.08444444444444445,9.5,2.3219280948873617,0.11685857314839,0.2038333947659413,9.5,2.3219280948873617,1.7320508075688772,0.0,5.193901683641292,395.0,55.0,4.5560647725816965,5.193901683641292,5.193901683641292,5.193901683641292,0.5209210200544689,5.193901683641292,0.09555555555555556,0.0,25.0,18.74716857229899,1.0,0.8956271576524741,0.08444444444444445,-1.2075015806393137,0.5154434684046474,0.0,0.3296354992076068,0.7691369390103567,2.3219280948873617,0.5154434684046474,2.0,0.7406674338319909,,-1.2075015806393137,0.12222222222222222,5.193901683641292,2.3219280948873617,0.0,0.6005523590333717,0.0,0.8240534521158129,,0.5154434684046474,0.757813578826237,12.222222222222221,5.0,0.0,9.5,0.8956271576524741,-1.2075015806393137,,0.10666666666666667,,0.5209210200544689,9.5,0.757813578826237,0.10666666666666667,0.0,0.10666666666666667,0.4696783697520253,-1.2075015806393137,,0.7691369390103567,0.9048101265822784,0.0,0.11758283656647997,0.11758283656647997,0.7691369390103567,0.09555555555555556,0.5357150195407703,0.2038333947659413,0.08444444444444445,,4.0
analcatdata_asbestos (1),459.0,692.0,83.0,4.0,2.0,0.0,1.0,0.21686746987951808,147.07228915662648,0.21686746987951808,0.025082469040279297,3.0,0.9763102872004581,0.7605757931844889,0.15607925061010994,147.07228915662648,0.28184983918597994,0.4998565279770445,75.0,0.6630434782608695,,0.04819277108433735,0.28184983918597994,-1.2403333647323869,0.025082469040279297,0.5701956271576524,,,0.2530120481927711,-1.2403333647323869,50.0,0.9763102872004581,55.42168674698795,0.3614457831325301,147.07228915662648,1.28295311400762,0.15607925061010994,0.5701956271576524,147.07228915662648,1.129631700604039,0.5773502691896258,0.025082469040279297,75.88386234376878,46.0,37.0,4.528138503643231,75.88386234376878,75.88386234376878,75.88386234376878,0.4998565279770445,75.88386234376878,0.2530120481927711,0.025082469040279297,25.0,4.158970833063507,2.0,0.6630434782608695,0.3614457831325301,-1.2403333647323869,0.23195558297347296,0.0,0.5656976744186045,0.7917156286721504,1.28295311400762,0.23195558297347296,2.0,0.7834900117508813,,-1.2403333647323869,0.24096385542168675,75.88386234376878,1.129631700604039,0.025082469040279297,0.753231492361927,0.025082469040279297,0.6585365853658537,,0.23195558297347296,0.7605757931844889,44.57831325301205,3.0,0.0,147.07228915662648,0.6630434782608695,-1.2403333647323869,,0.21686746987951808,,0.4998565279770445,147.07228915662648,0.7605757931844889,0.21686746987951808,0.5297450424929179,0.24096385542168675,0.5224395857307249,-1.2403333647323869,,0.7917156286721504,0.8490011750881314,0.0,0.21896454489804504,0.21896454489804504,0.7917156286721504,0.2530120481927711,0.9915017866855544,0.5701956271576524,0.3614457831325301,,2.333333333333333
